timestamp,x,y,z,vx,vy,vz,ax,ay,az
1659093222058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1659093222059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1659093222063,-4.893400273431325e-06,0.00016413952107541263,1.46131776546099e-06,-0.0004008635296486318,0.009501004591584206,0.0005566527834162116,-0.01662648282945156,0.27243778109550476,0.036559317260980606
1659093222067,-7.103520601958735e-06,0.0002149751817341894,5.006592800782528e-06,-0.00048387001152150333,0.010858229361474514,0.0007618460222147405,-0.016622617840766907,0.2722676694393158,0.03737271949648857
1659093222072,-9.728925761010032e-06,0.0002722976205404848,5.0449125410523266e-06,-0.0005668820231221616,0.012182902544736862,0.0004692543006967753,-0.016619442030787468,0.2701103985309601,0.0062196822836995125
1659093222077,-1.2774342394550331e-05,0.0003364797739777714,6.4628834479663055e-06,-0.0006503553595393896,0.01352370623499155,0.0004002971691079438,-0.016639938578009605,0.26961731910705566,0.0010157772339880466
1659093222082,-1.6239173419307917e-05,0.00040561010246165097,7.129623099899618e-06,-0.0007339781150221825,0.01472256425768137,0.0002975548559334129,-0.016657590866088867,0.2634561061859131,-0.0034286738373339176
1659093222087,-1.6751611838117242e-05,0.00047603502753190696,5.2497125579975545e-06,-0.0003371576895006001,0.0154161611571908,-8.91599920578301e-05,0.021746445447206497,0.22582758963108063,-0.028689680621027946
1659093222092,-1.8164802895626053e-05,0.0005556067917495966,4.317064394854242e-06,-0.0002281855995533988,0.016734657809138298,-0.0001844586804509163,0.02176872082054615,0.2438456416130066,-0.024001440033316612
1659093222097,-1.9032264390261844e-05,0.0006428608321584761,3.2121481581270928e-06,-0.00011909743625437841,0.01812729239463806,-0.00025657008518464863,0.02178339473903179,0.25501564145088196,-0.020868733525276184
1659093222102,-9.56631720328005e-06,-9.912083623930812e-05,6.07289512117859e-05,0.00018243053636979312,0.010102881118655205,0.0011355055030435324,0.00736001692712307,0.3467022478580475,0.02531035989522934
1659093222107,-8.581512702221517e-06,-4.7282544983318076e-05,6.713249604217708e-05,0.0002186874917242676,0.011595639400184155,0.0012952634133398533,0.0073516820557415485,0.33614519238471985,0.026765037328004837
1659093222112,-7.391070994344773e-06,1.3440494512906298e-05,7.606606232002378e-05,0.00025581568479537964,0.013178568333387375,0.001573461457155645,0.007367088925093412,0.33264029026031494,0.03196129947900772
1659093222117,-6.006527655699756e-06,8.290863479487598e-05,8.710133988643065e-05,0.00029326038202270865,0.014807832427322865,0.001895238528959453,0.007384756579995155,0.3316057622432709,0.0369013175368309
1659093222122,-4.452242137631401e-06,0.00015363846614491194,9.085219062399119e-05,0.0003261380479671061,0.0156746506690979,0.0011933112982660532,0.0070510851219296455,0.2811816334724426,-0.02740965411067009
1659093222127,-2.7258247428108007e-06,0.00023430879809893668,9.849373600445688e-05,0.00036182114854454994,0.01700552925467491,0.0011812468292191625,0.007066688966006041,0.27839651703834534,-0.0227627195417881
1659093222132,-7.153004844440147e-05,4.8298916226485744e-05,0.00014215493865776807,-0.0006385805900208652,0.014940530061721802,0.002168956445530057,0.002065060893073678,0.28675293922424316,0.02520097978413105
1659093222137,-7.792055839672685e-05,0.0001297612179769203,0.00014787296822760254,-0.0009546222863718867,0.016635658219456673,0.0017754973378032446,-0.017422201111912727,0.2998929023742676,-0.004286515526473522
1659093222142,-8.298792090499774e-05,0.0002159260184271261,0.0001581366523168981,-0.0010422399500384927,0.018033791333436966,0.0019299151608720422,-0.017392925918102264,0.29407453536987305,0.005584845319390297
1659093222147,-8.845379488775507e-05,0.0003083399496972561,0.00016922122449614108,-0.0011292359558865428,0.019366536289453506,0.0020836605690419674,-0.017374880611896515,0.2879474461078644,0.011097671464085579
1659093222152,-9.262483945349231e-05,0.00040344326407648623,0.00018181669292971492,-0.0009750444442033768,0.020251000300049782,0.0023795231245458126,0.0018766800640150905,0.25396278500556946,0.02794167399406433
1659093222157,-9.751223115017638e-05,0.0005081880954094231,0.00019398212316446006,-0.0009664238896220922,0.02170589566230774,0.002416954142972827,0.0018424271838739514,0.2704077959060669,0.018658477813005447
