timestamp,address,rssi
1659312845680,50:d0:9a:e3:43:6a,-66
1659312845708,50:d0:9a:e3:43:6a,-66
1659312845736,50:d0:9a:e3:43:6a,-69
1659312845757,50:d0:9a:e3:43:6a,-68
1659312845813,50:d0:9a:e3:43:6a,-69
1659312845842,50:d0:9a:e3:43:6a,-69
1659312845881,50:d0:9a:e3:43:6a,-70
1659312845919,50:d0:9a:e3:43:6a,-69
1659312845949,50:d0:9a:e3:43:6a,-74
1659312845982,50:d0:9a:e3:43:6a,-78
1659312846010,50:d0:9a:e3:43:6a,-72
1659312846029,50:d0:9a:e3:43:6a,-76
1659312846131,50:d0:9a:e3:43:6a,-80
1659312846169,50:d0:9a:e3:43:6a,-78
1659312846199,50:d0:9a:e3:43:6a,-80
1659312846303,50:d0:9a:e3:43:6a,-80
1659312846355,50:d0:9a:e3:43:6a,-70
1659312846437,50:d0:9a:e3:43:6a,-73
1659312846471,50:d0:9a:e3:43:6a,-73
1659312846493,50:d0:9a:e3:43:6a,-68
1659312846581,50:d0:9a:e3:43:6a,-68
1659312846600,50:d0:9a:e3:43:6a,-67
1659312846648,50:d0:9a:e3:43:6a,-68
1659312846681,50:d0:9a:e3:43:6a,-68
1659312846714,50:d0:9a:e3:43:6a,-68
1659312846787,50:d0:9a:e3:43:6a,-69
1659312846809,50:d0:9a:e3:43:6a,-66
1659312846837,50:d0:9a:e3:43:6a,-66
1659312846917,50:d0:9a:e3:43:6a,-65
1659312846965,50:d0:9a:e3:43:6a,-68
1659312846985,50:d0:9a:e3:43:6a,-65
1659312847020,50:d0:9a:e3:43:6a,-65
1659312847072,50:d0:9a:e3:43:6a,-66
1659312847097,50:d0:9a:e3:43:6a,-64
1659312847181,50:d0:9a:e3:43:6a,-66
1659312847201,50:d0:9a:e3:43:6a,-64
1659312847247,50:d0:9a:e3:43:6a,-66
1659312847269,50:d0:9a:e3:43:6a,-66
1659312847290,50:d0:9a:e3:43:6a,-67
1659312847342,50:d0:9a:e3:43:6a,-68
1659312847388,50:d0:9a:e3:43:6a,-66
1659312847445,50:d0:9a:e3:43:6a,-68
1659312847468,50:d0:9a:e3:43:6a,-66
1659312847577,50:d0:9a:e3:43:6a,-68
1659312847602,50:d0:9a:e3:43:6a,-67
1659312847622,50:d0:9a:e3:43:6a,-66
1659312847651,50:d0:9a:e3:43:6a,-68
1659312847668,50:d0:9a:e3:43:6a,-67
1659312847748,50:d0:9a:e3:43:6a,-68
1659312847830,50:d0:9a:e3:43:6a,-66
1659312847859,50:d0:9a:e3:43:6a,-67
1659312847911,50:d0:9a:e3:43:6a,-67
1659312847989,50:d0:9a:e3:43:6a,-68
1659312848014,50:d0:9a:e3:43:6a,-70
1659312848036,50:d0:9a:e3:43:6a,-66
1659312848108,50:d0:9a:e3:43:6a,-67
1659312848125,50:d0:9a:e3:43:6a,-66
1659312848150,50:d0:9a:e3:43:6a,-67
1659312848227,50:d0:9a:e3:43:6a,-66
1659312848256,50:d0:9a:e3:43:6a,-69
1659312848283,50:d0:9a:e3:43:6a,-67
1659312848302,50:d0:9a:e3:43:6a,-67
1659312848328,50:d0:9a:e3:43:6a,-71
1659312848350,50:d0:9a:e3:43:6a,-68
1659312848416,50:d0:9a:e3:43:6a,-68
1659312848447,50:d0:9a:e3:43:6a,-68
1659312848514,50:d0:9a:e3:43:6a,-67
1659312848545,50:d0:9a:e3:43:6a,-66
1659312848616,50:d0:9a:e3:43:6a,-66
1659312848636,50:d0:9a:e3:43:6a,-69
1659312848688,50:d0:9a:e3:43:6a,-67
1659312848735,50:d0:9a:e3:43:6a,-69
1659312848767,50:d0:9a:e3:43:6a,-69
1659312848838,50:d0:9a:e3:43:6a,-68
1659312848884,50:d0:9a:e3:43:6a,-64
1659312848915,50:d0:9a:e3:43:6a,-67
1659312848942,50:d0:9a:e3:43:6a,-68
1659312848994,50:d0:9a:e3:43:6a,-65
1659312849019,50:d0:9a:e3:43:6a,-67
1659312849047,50:d0:9a:e3:43:6a,-69
1659312849077,50:d0:9a:e3:43:6a,-67
1659312849101,50:d0:9a:e3:43:6a,-67
1659312849129,50:d0:9a:e3:43:6a,-67
1659312849176,50:d0:9a:e3:43:6a,-67
1659312849201,50:d0:9a:e3:43:6a,-68
1659312849220,50:d0:9a:e3:43:6a,-67
1659312849246,50:d0:9a:e3:43:6a,-67
1659312849276,50:d0:9a:e3:43:6a,-67
1659312849331,50:d0:9a:e3:43:6a,-69
1659312849772,50:d0:9a:e3:43:6a,-68
1659312849793,50:d0:9a:e3:43:6a,-71
1659312849817,50:d0:9a:e3:43:6a,-65
1659312849860,50:d0:9a:e3:43:6a,-67
1659312849995,50:d0:9a:e3:43:6a,-67
1659312850017,50:d0:9a:e3:43:6a,-67
1659312850087,50:d0:9a:e3:43:6a,-67
1659312850111,50:d0:9a:e3:43:6a,-69
1659312850132,50:d0:9a:e3:43:6a,-67
1659312850186,50:d0:9a:e3:43:6a,-68
1659312850213,50:d0:9a:e3:43:6a,-69
1659312850234,50:d0:9a:e3:43:6a,-68
1659312850317,50:d0:9a:e3:43:6a,-68
1659312850345,50:d0:9a:e3:43:6a,-68
1659312850397,50:d0:9a:e3:43:6a,-71
1659312850415,50:d0:9a:e3:43:6a,-68
1659312850441,50:d0:9a:e3:43:6a,-71
1659312850462,50:d0:9a:e3:43:6a,-71
1659312850488,50:d0:9a:e3:43:6a,-68
1659312850531,50:d0:9a:e3:43:6a,-72
1659312850556,50:d0:9a:e3:43:6a,-69
1659312850586,50:d0:9a:e3:43:6a,-71
1659312850613,50:d0:9a:e3:43:6a,-70
1659312850669,50:d0:9a:e3:43:6a,-70
1659312850687,50:d0:9a:e3:43:6a,-69
1659312850717,50:d0:9a:e3:43:6a,-71
1659312850811,50:d0:9a:e3:43:6a,-71
1659312851018,50:d0:9a:e3:43:6a,-66
1659312851044,50:d0:9a:e3:43:6a,-66
1659312851063,50:d0:9a:e3:43:6a,-68
1659312851145,50:d0:9a:e3:43:6a,-71
1659312851206,50:d0:9a:e3:43:6a,-67
1659312851234,50:d0:9a:e3:43:6a,-67
1659312851265,50:d0:9a:e3:43:6a,-70
1659312851283,50:d0:9a:e3:43:6a,-68
1659312851310,50:d0:9a:e3:43:6a,-68
1659312851411,50:d0:9a:e3:43:6a,-68
1659312851483,50:d0:9a:e3:43:6a,-68
1659312851504,50:d0:9a:e3:43:6a,-71
1659312851536,50:d0:9a:e3:43:6a,-71
1659312851612,50:d0:9a:e3:43:6a,-70
1659312851632,50:d0:9a:e3:43:6a,-67
1659312851660,50:d0:9a:e3:43:6a,-67
1659312851692,50:d0:9a:e3:43:6a,-67
1659312852452,50:d0:9a:e3:43:6a,-68
1659312852525,50:d0:9a:e3:43:6a,-68
1659312852552,50:d0:9a:e3:43:6a,-68
1659312852579,50:d0:9a:e3:43:6a,-68
1659312852599,50:d0:9a:e3:43:6a,-67
1659312852620,50:d0:9a:e3:43:6a,-68
1659312852639,50:d0:9a:e3:43:6a,-67
1659312852670,50:d0:9a:e3:43:6a,-71
1659312852691,50:d0:9a:e3:43:6a,-68
1659312852743,50:d0:9a:e3:43:6a,-70
1659312852770,50:d0:9a:e3:43:6a,-68
1659312852945,50:d0:9a:e3:43:6a,-69
1659312852972,50:d0:9a:e3:43:6a,-70
1659312853023,50:d0:9a:e3:43:6a,-71
1659312853082,50:d0:9a:e3:43:6a,-68
1659312853120,50:d0:9a:e3:43:6a,-68
1659312853154,50:d0:9a:e3:43:6a,-72
1659312853178,50:d0:9a:e3:43:6a,-67
1659312853227,50:d0:9a:e3:43:6a,-68
1659312853298,50:d0:9a:e3:43:6a,-69
1659312853324,50:d0:9a:e3:43:6a,-68
1659312853346,50:d0:9a:e3:43:6a,-68
1659312853374,50:d0:9a:e3:43:6a,-67
1659312853395,50:d0:9a:e3:43:6a,-68
1659312853412,50:d0:9a:e3:43:6a,-69
1659312853441,50:d0:9a:e3:43:6a,-67
1659312853464,50:d0:9a:e3:43:6a,-68
1659312853483,50:d0:9a:e3:43:6a,-69
1659312853592,50:d0:9a:e3:43:6a,-69
1659312853648,50:d0:9a:e3:43:6a,-67
1659312853680,50:d0:9a:e3:43:6a,-67
1659312853708,50:d0:9a:e3:43:6a,-68
1659312853724,50:d0:9a:e3:43:6a,-68
1659312853751,50:d0:9a:e3:43:6a,-66
1659312853779,50:d0:9a:e3:43:6a,-66
1659312853832,50:d0:9a:e3:43:6a,-67
1659312853852,50:d0:9a:e3:43:6a,-67
1659312853882,50:d0:9a:e3:43:6a,-67
1659312853911,50:d0:9a:e3:43:6a,-68
1659312853935,50:d0:9a:e3:43:6a,-67
1659312853958,50:d0:9a:e3:43:6a,-66
1659312853979,50:d0:9a:e3:43:6a,-67
1659312854003,50:d0:9a:e3:43:6a,-68
1659312854029,50:d0:9a:e3:43:6a,-68
1659312854085,50:d0:9a:e3:43:6a,-68
1659312854104,50:d0:9a:e3:43:6a,-68
1659312854266,50:d0:9a:e3:43:6a,-66
1659312854285,50:d0:9a:e3:43:6a,-67
1659312854308,50:d0:9a:e3:43:6a,-68
1659312854335,50:d0:9a:e3:43:6a,-67
1659312854396,50:d0:9a:e3:43:6a,-67
1659312854425,50:d0:9a:e3:43:6a,-68
1659312854453,50:d0:9a:e3:43:6a,-67
1659312854506,50:d0:9a:e3:43:6a,-66
1659312854535,50:d0:9a:e3:43:6a,-65
1659312855385,50:d0:9a:e3:43:6a,-68
1659312855443,50:d0:9a:e3:43:6a,-68
1659312855501,50:d0:9a:e3:43:6a,-68
1659312855553,50:d0:9a:e3:43:6a,-68
1659312855588,50:d0:9a:e3:43:6a,-67
1659312855605,50:d0:9a:e3:43:6a,-71
1659312855773,50:d0:9a:e3:43:6a,-68
1659312855800,50:d0:9a:e3:43:6a,-69
1659312855894,50:d0:9a:e3:43:6a,-68
1659312855924,50:d0:9a:e3:43:6a,-68
1659312855976,50:d0:9a:e3:43:6a,-71
1659312856024,50:d0:9a:e3:43:6a,-68
1659312856051,50:d0:9a:e3:43:6a,-71
1659312856076,50:d0:9a:e3:43:6a,-68
1659312856111,50:d0:9a:e3:43:6a,-68
1659312856128,50:d0:9a:e3:43:6a,-71
1659312856146,50:d0:9a:e3:43:6a,-67
1659312856199,50:d0:9a:e3:43:6a,-72
1659312856431,50:d0:9a:e3:43:6a,-68
1659312856486,50:d0:9a:e3:43:6a,-68
1659312856507,50:d0:9a:e3:43:6a,-68
1659312856540,50:d0:9a:e3:43:6a,-68
1659312856590,50:d0:9a:e3:43:6a,-66
1659312856623,50:d0:9a:e3:43:6a,-68
1659312856649,50:d0:9a:e3:43:6a,-67
1659312856673,50:d0:9a:e3:43:6a,-67
1659312856747,50:d0:9a:e3:43:6a,-66
1659312856772,50:d0:9a:e3:43:6a,-69
1659312856796,50:d0:9a:e3:43:6a,-68
1659312856820,50:d0:9a:e3:43:6a,-66
1659312856835,50:d0:9a:e3:43:6a,-69
1659312856893,50:d0:9a:e3:43:6a,-65
1659312856990,50:d0:9a:e3:43:6a,-73
1659312857017,50:d0:9a:e3:43:6a,-68
1659312857045,50:d0:9a:e3:43:6a,-67
1659312857072,50:d0:9a:e3:43:6a,-73
1659312857101,50:d0:9a:e3:43:6a,-69
1659312857125,50:d0:9a:e3:43:6a,-68
1659312857150,50:d0:9a:e3:43:6a,-73
1659312857165,50:d0:9a:e3:43:6a,-69
1659312857189,50:d0:9a:e3:43:6a,-69
1659312857215,50:d0:9a:e3:43:6a,-72
1659312857269,50:d0:9a:e3:43:6a,-70
1659312857364,50:d0:9a:e3:43:6a,-70
1659312857387,50:d0:9a:e3:43:6a,-71
1659312857410,50:d0:9a:e3:43:6a,-71
1659312857744,50:d0:9a:e3:43:6a,-72
1659312857903,50:d0:9a:e3:43:6a,-72
1659312857930,50:d0:9a:e3:43:6a,-70
1659312857944,50:d0:9a:e3:43:6a,-70
1659312857973,50:d0:9a:e3:43:6a,-72
1659312858023,50:d0:9a:e3:43:6a,-70
1659312858099,50:d0:9a:e3:43:6a,-70
1659312858123,50:d0:9a:e3:43:6a,-72
1659312858151,50:d0:9a:e3:43:6a,-70
1659312858180,50:d0:9a:e3:43:6a,-70
1659312858203,50:d0:9a:e3:43:6a,-69
1659312858219,50:d0:9a:e3:43:6a,-72
1659312858268,50:d0:9a:e3:43:6a,-69
1659312858284,50:d0:9a:e3:43:6a,-72
1659312858351,50:d0:9a:e3:43:6a,-72
1659312858397,50:d0:9a:e3:43:6a,-73
1659312858417,50:d0:9a:e3:43:6a,-69
1659312858440,50:d0:9a:e3:43:6a,-69
1659312858486,50:d0:9a:e3:43:6a,-69
1659312858516,50:d0:9a:e3:43:6a,-69
1659312859099,50:d0:9a:e3:43:6a,-68
1659312859148,50:d0:9a:e3:43:6a,-69
1659312859172,50:d0:9a:e3:43:6a,-66
1659312859195,50:d0:9a:e3:43:6a,-73
1659312859217,50:d0:9a:e3:43:6a,-68
1659312859244,50:d0:9a:e3:43:6a,-67
1659312859282,50:d0:9a:e3:43:6a,-68
1659312859293,50:d0:9a:e3:43:6a,-69
1659312859320,50:d0:9a:e3:43:6a,-69
1659312859346,50:d0:9a:e3:43:6a,-69
1659312859615,50:d0:9a:e3:43:6a,-72
1659312859814,50:d0:9a:e3:43:6a,-67
1659312859833,50:d0:9a:e3:43:6a,-69
1659312859858,50:d0:9a:e3:43:6a,-67
1659312859939,50:d0:9a:e3:43:6a,-68
1659312860036,50:d0:9a:e3:43:6a,-66
1659312860061,50:d0:9a:e3:43:6a,-70
1659312860081,50:d0:9a:e3:43:6a,-68
1659312860112,50:d0:9a:e3:43:6a,-66
1659312860161,50:d0:9a:e3:43:6a,-68
1659312860189,50:d0:9a:e3:43:6a,-68
1659312860216,50:d0:9a:e3:43:6a,-66
1659312860248,50:d0:9a:e3:43:6a,-68
1659312860273,50:d0:9a:e3:43:6a,-68
1659312860343,50:d0:9a:e3:43:6a,-68
1659312860363,50:d0:9a:e3:43:6a,-70
1659312860393,50:d0:9a:e3:43:6a,-70
1659312860414,50:d0:9a:e3:43:6a,-67
1659312860519,50:d0:9a:e3:43:6a,-69
1659312860545,50:d0:9a:e3:43:6a,-70
1659312860741,50:d0:9a:e3:43:6a,-70
1659312860818,50:d0:9a:e3:43:6a,-73
1659312860843,50:d0:9a:e3:43:6a,-74
1659312861433,50:d0:9a:e3:43:6a,-61
1659312861485,50:d0:9a:e3:43:6a,-64
1659312861510,50:d0:9a:e3:43:6a,-63
1659312861536,50:d0:9a:e3:43:6a,-61
1659312861842,50:d0:9a:e3:43:6a,-62
1659312861871,50:d0:9a:e3:43:6a,-60
1659312861895,50:d0:9a:e3:43:6a,-61
1659312861945,50:d0:9a:e3:43:6a,-61
1659312861970,50:d0:9a:e3:43:6a,-59
1659312862024,50:d0:9a:e3:43:6a,-60
1659312862047,50:d0:9a:e3:43:6a,-61
1659312862121,50:d0:9a:e3:43:6a,-61
1659312862209,50:d0:9a:e3:43:6a,-60
1659312862255,50:d0:9a:e3:43:6a,-63
1659312862273,50:d0:9a:e3:43:6a,-59
1659312862299,50:d0:9a:e3:43:6a,-59
1659312862329,50:d0:9a:e3:43:6a,-61
1659312862350,50:d0:9a:e3:43:6a,-59
1659312862375,50:d0:9a:e3:43:6a,-61
1659312862400,50:d0:9a:e3:43:6a,-60
1659312862505,50:d0:9a:e3:43:6a,-61
1659312862582,50:d0:9a:e3:43:6a,-61
1659312862605,50:d0:9a:e3:43:6a,-62
1659312862658,50:d0:9a:e3:43:6a,-61
1659312862700,50:d0:9a:e3:43:6a,-62
1659312862786,50:d0:9a:e3:43:6a,-61
1659312862832,50:d0:9a:e3:43:6a,-61
1659312862855,50:d0:9a:e3:43:6a,-61
1659312862881,50:d0:9a:e3:43:6a,-61
1659312862935,50:d0:9a:e3:43:6a,-61
1659312862959,50:d0:9a:e3:43:6a,-61
1659312862985,50:d0:9a:e3:43:6a,-62
1659312863041,50:d0:9a:e3:43:6a,-62
1659312863055,50:d0:9a:e3:43:6a,-62
1659312863079,50:d0:9a:e3:43:6a,-63
1659312863133,50:d0:9a:e3:43:6a,-63
1659312863158,50:d0:9a:e3:43:6a,-62
1659312863212,50:d0:9a:e3:43:6a,-65
1659312863241,50:d0:9a:e3:43:6a,-65
1659312863262,50:d0:9a:e3:43:6a,-63
1659312863294,50:d0:9a:e3:43:6a,-64
1659312863319,50:d0:9a:e3:43:6a,-68
1659312863394,50:d0:9a:e3:43:6a,-65
1659312863488,50:d0:9a:e3:43:6a,-69
1659312863572,50:d0:9a:e3:43:6a,-72
1659312863592,50:d0:9a:e3:43:6a,-68
1659312863618,50:d0:9a:e3:43:6a,-66
1659312863636,50:d0:9a:e3:43:6a,-69
1659312863697,50:d0:9a:e3:43:6a,-67
1659312863722,50:d0:9a:e3:43:6a,-66
1659312863774,50:d0:9a:e3:43:6a,-74
1659312863798,50:d0:9a:e3:43:6a,-63
1659312863820,50:d0:9a:e3:43:6a,-64
1659312863853,50:d0:9a:e3:43:6a,-71
1659312863874,50:d0:9a:e3:43:6a,-71
1659312864509,50:d0:9a:e3:43:6a,-68
1659312864553,50:d0:9a:e3:43:6a,-71
1659312864680,50:d0:9a:e3:43:6a,-66
1659312864698,50:d0:9a:e3:43:6a,-65
1659312864760,50:d0:9a:e3:43:6a,-70
1659312864844,50:d0:9a:e3:43:6a,-69
1659312865000,50:d0:9a:e3:43:6a,-77
1659312865093,50:d0:9a:e3:43:6a,-73
1659312865120,50:d0:9a:e3:43:6a,-72
1659312865147,50:d0:9a:e3:43:6a,-73
1659312865176,50:d0:9a:e3:43:6a,-81
1659312865194,50:d0:9a:e3:43:6a,-72
1659312865364,50:d0:9a:e3:43:6a,-72
1659312865385,50:d0:9a:e3:43:6a,-70
1659312865544,50:d0:9a:e3:43:6a,-71
1659312865862,50:d0:9a:e3:43:6a,-62
1659312866020,50:d0:9a:e3:43:6a,-58
1659312866043,50:d0:9a:e3:43:6a,-67
1659312866198,50:d0:9a:e3:43:6a,-61
1659312866240,50:d0:9a:e3:43:6a,-62
1659312866503,50:d0:9a:e3:43:6a,-63
1659312866533,50:d0:9a:e3:43:6a,-69
1659312866552,50:d0:9a:e3:43:6a,-64
1659312866583,50:d0:9a:e3:43:6a,-64
1659312866629,50:d0:9a:e3:43:6a,-71
1659312866648,50:d0:9a:e3:43:6a,-67
1659312866679,50:d0:9a:e3:43:6a,-68
1659312866698,50:d0:9a:e3:43:6a,-72
1659312866740,50:d0:9a:e3:43:6a,-73
1659312866791,50:d0:9a:e3:43:6a,-71
1659312866822,50:d0:9a:e3:43:6a,-74
1659312866844,50:d0:9a:e3:43:6a,-73
1659312866872,50:d0:9a:e3:43:6a,-75
1659312866913,50:d0:9a:e3:43:6a,-77
1659312866935,50:d0:9a:e3:43:6a,-71
1659312866999,50:d0:9a:e3:43:6a,-72
1659312867020,50:d0:9a:e3:43:6a,-75
1659312867047,50:d0:9a:e3:43:6a,-75
1659312867070,50:d0:9a:e3:43:6a,-71
1659312867091,50:d0:9a:e3:43:6a,-76
1659312867125,50:d0:9a:e3:43:6a,-76
