address,packet_id,rssi,count,rx_speed,tx_speed,last_time_elapsed,total_time_elapsed,timestamp
f0:91:27:6b:7a:0a,1129,-32,542,169.20,81.23,239,91704,119941
f0:91:27:6b:7a:0a,1130,-32,543,169.03,81.22,78,91782,120019
f0:91:27:6b:7a:0a,1132,-31,544,169.02,81.23,166,91948,120185
f0:91:27:6b:7a:0a,1140,-30,545,169.89,81.22,644,92592,120829
f0:91:27:6b:7a:0a,1142,-42,546,169.89,81.23,167,92759,120996
f0:91:27:6b:7a:0a,1143,-31,547,169.72,81.22,78,92837,121074
f0:91:27:6b:7a:0a,1147,-34,548,169.98,81.21,312,93149,121386
f0:91:27:6b:7a:0a,1149,-43,549,169.97,81.21,162,93311,121548
f0:91:27:6b:7a:0a,1150,-31,550,169.80,81.21,77,93388,121625
f0:91:27:6b:7a:0a,1151,-33,551,169.63,81.21,80,93468,121705
f0:91:27:6b:7a:0a,1152,-37,552,169.47,81.20,80,93548,121785
f0:91:27:6b:7a:0a,1155,-33,553,169.59,81.20,234,93782,122019
f0:91:27:6b:7a:0a,1156,-37,554,169.43,81.20,83,93865,122102
f0:91:27:6b:7a:0a,1157,-33,555,169.28,81.20,87,93952,122189
f0:91:27:6b:7a:0a,1159,-37,556,169.26,81.20,155,94107,122344
f0:91:27:6b:7a:0a,1165,-33,557,169.81,81.19,477,94584,122821
f0:91:27:6b:7a:0a,1166,-37,558,169.64,81.18,76,94660,122897
f0:91:27:6b:7a:0a,1183,-37,559,171.80,81.18,1378,96038,124275
f0:91:27:6b:7a:0a,1186,-37,560,171.97,81.20,266,96304,124541
f0:91:27:6b:7a:0a,1188,-32,561,171.95,81.20,162,96466,124703
f0:91:27:6b:7a:0a,1190,-37,562,171.98,81.22,184,96650,124887
f0:91:27:6b:7a:0a,1191,-32,563,171.84,81.23,97,96747,124984
f0:91:27:6b:7a:0a,1192,-32,564,171.71,81.24,95,96842,125079
f0:91:27:6b:7a:0a,1193,-29,565,171.57,81.25,95,96937,125174
f0:91:27:6b:7a:0a,1194,-37,566,171.42,81.26,88,97025,125262
f0:91:27:6b:7a:0a,1195,-30,567,171.26,81.26,81,97106,125343
f0:91:27:6b:7a:0a,1196,-30,568,171.14,81.28,100,97206,125443
f0:91:27:6b:7a:0a,1197,-35,569,171.00,81.28,92,97298,125535
f0:91:27:6b:7a:0a,1198,-39,570,170.87,81.30,100,97398,125635
f0:91:27:6b:7a:0a,1204,-35,571,171.54,81.35,552,97950,126187
f0:91:27:6b:7a:0a,1206,-30,572,171.57,81.37,187,98137,126374
f0:91:27:6b:7a:0a,1207,-29,573,171.42,81.38,85,98222,126459
f0:91:27:6b:7a:0a,1209,-32,574,171.46,81.41,197,98419,126656
f0:91:27:6b:7a:0a,1213,-31,575,171.79,81.44,362,98781,127018
f0:91:27:6b:7a:0a,1216,-33,576,171.99,81.47,284,99065,127302
f0:91:27:6b:7a:0a,1217,-33,577,171.86,81.48,100,99165,127402
f0:91:27:6b:7a:0a,1219,-31,578,171.89,81.50,185,99350,127587
f0:91:27:6b:7a:0a,1223,-32,579,172.23,81.54,370,99720,127957
f0:91:27:6b:7a:0a,1224,-31,580,172.09,81.55,94,99814,128051
f0:91:27:6b:7a:0a,1227,-30,581,172.28,81.58,279,100093,128330
f0:91:27:6b:7a:0a,1228,-36,582,172.13,81.58,89,100182,128419
f0:91:27:6b:7a:0a,1234,-31,583,172.81,81.64,567,100749,128986
f0:91:27:6b:7a:0a,1240,-39,584,173.50,81.71,574,101323,129560
f0:91:27:6b:7a:0a,1241,-32,585,173.36,81.72,95,101418,129655
f0:91:27:6b:7a:0a,1243,-29,586,173.40,81.75,192,101610,129847
f0:91:27:6b:7a:0a,1244,-36,587,173.27,81.76,97,101707,129944
f0:91:27:6b:7a:0a,1245,-32,588,173.12,81.76,85,101792,130029
f0:91:27:6b:7a:0a,1246,-30,589,172.98,81.77,92,101884,130121
f0:91:27:6b:7a:0a,1249,-30,590,173.17,81.80,286,102170,130407
f0:91:27:6b:7a:0a,1250,-36,591,173.03,81.81,91,102261,130498
f0:91:27:6b:7a:0a,1252,-30,592,173.06,81.83,192,102453,130690
f0:91:27:6b:7a:0a,1253,-30,593,172.92,81.84,91,102544,130781
f0:91:27:6b:7a:0a,1254,-32,594,172.79,81.85,95,102639,130876
f0:91:27:6b:7a:0a,1255,-32,595,172.66,81.86,95,102734,130971
f0:91:27:6b:7a:0a,1256,-30,596,172.54,81.87,100,102834,131071
f0:91:27:6b:7a:0a,1257,-36,597,172.41,81.89,96,102930,131167
f0:91:27:6b:7a:0a,1258,-32,598,172.28,81.90,94,103024,131261
f0:91:27:6b:7a:0a,1259,-30,599,172.14,81.90,90,103114,131351
f0:91:27:6b:7a:0a,1260,-35,600,172.02,81.91,96,103210,131447
f0:91:27:6b:7a:0a,1261,-32,601,171.88,81.92,89,103299,131536
f0:91:27:6b:7a:0a,1262,-30,602,171.74,81.92,87,103386,131623
f0:91:27:6b:7a:0a,1264,-39,603,171.77,81.94,191,103577,131814
f0:91:27:6b:7a:0a,1265,-33,604,171.64,81.95,92,103669,131906
f0:91:27:6b:7a:0a,1270,-37,605,172.12,81.99,464,104133,132370
f0:91:27:6b:7a:0a,1271,-32,606,171.97,81.99,81,104214,132451
f0:91:27:6b:7a:0a,1272,-32,607,171.85,82.01,101,104315,132552
f0:91:27:6b:7a:0a,1273,-37,608,171.73,82.02,99,104414,132651
f0:91:27:6b:7a:0a,1274,-37,609,171.60,82.03,88,104502,132739
f0:91:27:6b:7a:0a,1276,-31,610,171.63,82.05,192,104694,132931
f0:91:27:6b:7a:0a,1277,-36,611,171.51,82.06,96,104790,133027
f0:91:27:6b:7a:0a,1278,-31,612,171.38,82.07,94,104884,133121
f0:91:27:6b:7a:0a,1279,-37,613,171.24,82.07,88,104972,133209
f0:91:27:6b:7a:0a,1280,-33,614,171.11,82.08,89,105061,133298
f0:91:27:6b:7a:0a,1281,-31,615,170.98,82.09,92,105153,133390
f0:91:27:6b:7a:0a,1282,-36,616,170.85,82.09,91,105244,133481
f0:91:27:6b:7a:0a,1284,-32,617,170.88,82.11,188,105432,133669
f0:91:27:6b:7a:0a,1285,-38,618,170.73,82.11,78,105510,133747
f0:91:27:6b:7a:0a,1287,-31,619,170.75,82.13,186,105696,133933
f0:91:27:6b:7a:0a,1288,-36,620,170.63,82.13,93,105789,134026
f0:91:27:6b:7a:0a,1289,-33,621,170.50,82.14,92,105881,134118
f0:91:27:6b:7a:0a,1290,-30,622,170.38,82.15,96,105977,134214
f0:91:27:6b:7a:0a,1291,-36,623,170.25,82.16,88,106065,134302
f0:91:27:6b:7a:0a,1292,-33,624,170.11,82.16,85,106150,134387
f0:91:27:6b:7a:0a,1294,-37,625,170.15,82.18,193,106343,134580
f0:91:27:6b:7a:0a,1295,-33,626,170.02,82.19,91,106434,134671
f0:91:27:6b:7a:0a,1297,-30,627,170.05,82.21,189,106623,134860
f0:91:27:6b:7a:0a,1305,-38,628,170.90,82.24,703,107326,135563
f0:91:27:6b:7a:0a,1309,-32,629,171.22,82.27,369,107695,135932
f0:91:27:6b:7a:0a,1317,-29,630,172.07,82.31,711,108406,136643
f0:91:27:6b:7a:0a,1326,-31,631,173.01,82.33,761,109167,137404
f0:91:27:6b:7a:0a,1327,-36,632,172.88,82.34,93,109260,137497
f0:91:27:6b:7a:0a,1329,-36,633,172.89,82.35,178,109438,137675
f0:91:27:6b:7a:0a,1331,-32,634,172.87,82.34,160,109598,137835
f0:91:27:6b:7a:0a,1333,-32,635,172.85,82.34,163,109761,137998
f0:91:27:6b:7a:0a,1334,-38,636,172.71,82.34,82,109843,138080
f0:91:27:6b:7a:0a,1337,-29,637,172.84,82.35,253,110096,138333
f0:91:27:6b:7a:0a,1341,-31,638,173.11,82.36,347,110443,138680
f0:91:27:6b:7a:0a,1347,-31,639,173.63,82.37,507,110950,139187
f0:91:27:6b:7a:0a,1348,-32,640,173.48,82.37,80,111030,139267
f0:91:27:6b:7a:0a,1349,-36,641,173.34,82.37,83,111113,139350
f0:91:27:6b:7a:0a,1353,-36,642,173.61,82.38,345,111458,139695
f0:91:27:6b:7a:0a,1354,-31,643,173.46,82.37,77,111535,139772
f0:91:27:6b:7a:0a,1355,-32,644,173.32,82.38,85,111620,139857
f0:91:27:6b:7a:0a,1357,-32,645,173.32,82.38,169,111789,140026
f0:91:27:6b:7a:0a,1358,-36,646,173.17,82.38,80,111869,140106
f0:91:27:6b:7a:0a,1359,-32,647,173.04,82.38,88,111957,140194
f0:91:27:6b:7a:0a,1362,-32,648,173.16,82.38,250,112207,140444
f0:91:27:6b:7a:0a,1363,-31,649,173.03,82.39,87,112294,140531
f0:91:27:6b:7a:0a,1364,-31,650,172.89,82.39,83,112377,140614
f0:91:27:6b:7a:0a,1365,-31,651,172.75,82.39,86,112463,140700
f0:91:27:6b:7a:0a,1366,-32,652,172.61,82.39,78,112541,140778
f0:91:27:6b:7a:0a,1370,-36,653,172.86,82.39,334,112875,141112
f0:91:27:6b:7a:0a,1373,-36,654,172.97,82.39,248,113123,141360
f0:91:27:6b:7a:0a,1374,-32,655,172.84,82.40,90,113213,141450
f0:91:27:6b:7a:0a,1375,-36,656,172.70,82.39,75,113288,141525
f0:91:27:6b:7a:0a,1376,-32,657,172.55,82.39,79,113367,141604
f0:91:27:6b:7a:0a,1380,-32,658,172.78,82.38,324,113691,141928
f0:91:27:6b:7a:0a,1385,-31,659,173.13,82.38,403,114094,142331
f0:91:27:6b:7a:0a,1387,-31,660,173.13,82.38,169,114263,142500
f0:91:27:6b:7a:0a,1388,-32,661,172.98,82.38,78,114341,142578
f0:91:27:6b:7a:0a,1389,-39,662,172.84,82.38,79,114420,142657
f0:91:27:6b:7a:0a,1391,-36,663,172.84,82.38,171,114591,142828
f0:91:27:6b:7a:0a,1392,-31,664,172.70,82.38,79,114670,142907
f0:91:27:6b:7a:0a,1393,-32,665,172.55,82.37,73,114743,142980
f0:91:27:6b:7a:0a,1397,-31,666,172.78,82.37,330,115073,143310
f0:91:27:6b:7a:0a,1399,-36,667,172.75,82.36,152,115225,143462
f0:91:27:6b:7a:0a,1400,-31,668,172.61,82.36,78,115303,143540
f0:91:27:6b:7a:0a,1401,-32,669,172.47,82.36,82,115385,143622
f0:91:27:6b:7a:0a,1402,-36,670,172.33,82.35,73,115458,143695
f0:91:27:6b:7a:0a,1404,-31,671,172.31,82.35,161,115619,143856
f0:91:27:6b:7a:0a,1406,-36,672,172.28,82.34,152,115771,144008
f0:91:27:6b:7a:0a,1421,-39,673,173.81,82.32,1204,116975,145212
f0:91:27:6b:7a:0a,1426,-32,674,174.14,82.31,398,117373,145610
f0:91:27:6b:7a:0a,1427,-36,675,174.00,82.30,76,117449,145686
f0:91:27:6b:7a:0a,1429,-30,676,173.97,82.30,158,117607,145844
f0:91:27:6b:7a:0a,1431,-37,677,173.95,82.29,156,117763,146000
f0:91:27:6b:7a:0a,1433,-33,678,173.93,82.29,164,117927,146164
f0:91:27:6b:7a:0a,1434,-37,679,173.80,82.29,82,118009,146246
f0:91:27:6b:7a:0a,1437,-33,680,173.88,82.28,232,118241,146478
f0:91:27:6b:7a:0a,1438,-32,681,173.75,82.29,85,118326,146563
f0:91:27:6b:7a:0a,1440,-37,682,173.73,82.28,157,118483,146720
f0:91:27:6b:7a:0a,1441,-33,683,173.60,82.28,84,118567,146804
f0:91:27:6b:7a:0a,1442,-33,684,173.45,82.28,76,118643,146880
f0:91:27:6b:7a:0a,1443,-37,685,173.31,82.27,75,118718,146955
f0:91:27:6b:7a:0a,1445,-37,686,173.30,82.27,165,118883,147120
f0:91:27:6b:7a:0a,1447,-33,687,173.27,82.26,154,119037,147274
f0:91:27:6b:7a:0a,1449,-37,688,173.24,82.26,155,119192,147429
f0:91:27:6b:7a:0a,1450,-30,689,173.11,82.26,78,119270,147507
f0:91:27:6b:7a:0a,1453,-37,690,173.21,82.25,243,119513,147750
f0:91:27:6b:7a:0a,1454,-33,691,173.07,82.25,78,119591,147828
f0:91:27:6b:7a:0a,1455,-36,692,172.95,82.25,89,119680,147917
f0:91:27:6b:7a:0a,1460,-33,693,173.27,82.25,398,120078,148315
f0:91:27:6b:7a:0a,1470,-33,694,174.15,82.22,782,120860,149097
f0:91:27:6b:7a:0a,1478,-38,695,174.81,82.20,631,121491,149728
f0:91:27:6b:7a:0a,1479,-32,696,174.67,82.20,76,121567,149804
f0:91:27:6b:7a:0a,1480,-33,697,174.54,82.20,85,121652,149889
f0:91:27:6b:7a:0a,1482,-31,698,174.51,82.19,156,121808,150045
f0:91:27:6b:7a:0a,1483,-38,699,174.38,82.19,85,121893,150130
f0:91:27:6b:7a:0a,1484,-32,700,174.25,82.19,81,121974,150211
f0:91:27:6b:7a:0a,1486,-38,701,174.23,82.19,159,122133,150370
f0:91:27:6b:7a:0a,1491,-33,702,174.55,82.18,402,122535,150772
f0:91:27:6b:7a:0a,1492,-38,703,174.42,82.18,79,122614,150851
f0:91:27:6b:7a:0a,1494,-31,704,174.39,82.17,154,122768,151005
f0:91:27:6b:7a:0a,1499,-37,705,174.70,82.16,395,123163,151400
f0:91:27:6b:7a:0a,1500,-31,706,174.56,82.16,79,123242,151479
f0:91:27:6b:7a:0a,1505,-37,707,174.88,82.15,400,123642,151879
f0:91:27:6b:7a:0a,1510,-32,708,175.19,82.14,394,124036,152273
f0:91:27:6b:7a:0a,1522,-37,709,176.28,82.11,943,124979,153216
f0:91:27:6b:7a:0a,1524,-33,710,176.26,82.12,165,125144,153381
f0:91:27:6b:7a:0a,1529,-32,711,176.58,82.11,405,125549,153786
f0:91:27:6b:7a:0a,1532,-37,712,176.65,82.10,229,125778,154015
f0:91:27:6b:7a:0a,1542,-32,713,177.52,82.08,796,126574,154811
f0:91:27:6b:7a:0a,1543,-33,714,177.38,82.08,75,126649,154886
f0:91:27:6b:7a:0a,1544,-37,715,177.25,82.08,88,126737,154974
f0:91:27:6b:7a:0a,1545,-31,716,177.11,82.08,73,126810,155047
f0:91:27:6b:7a:0a,1546,-33,717,176.97,82.08,81,126891,155128
f0:91:27:6b:7a:0a,1551,-37,718,177.28,82.07,394,127285,155522
f0:91:27:6b:7a:0a,1558,-32,719,177.80,82.05,556,127841,156078
f0:91:27:6b:7a:0a,1568,-37,720,178.70,82.05,821,128662,156899
f0:91:27:6b:7a:0a,1569,-32,721,178.57,82.06,88,128750,156987
f0:91:27:6b:7a:0a,1571,-37,722,178.54,82.05,155,128905,157142
f0:91:27:6b:7a:0a,1572,-30,723,178.42,82.06,93,128998,157235
f0:91:27:6b:7a:0a,1573,-32,724,178.28,82.06,75,129073,157310
f0:91:27:6b:7a:0a,1575,-33,725,178.27,82.06,171,129244,157481
f0:91:27:6b:7a:0a,1576,-37,726,178.12,82.05,74,129318,157555
f0:91:27:6b:7a:0a,1595,-32,727,179.96,82.03,1515,130833,159070
f0:91:27:6b:7a:0a,1596,-33,728,179.82,82.02,78,130911,159148
f0:91:27:6b:7a:0a,1603,-38,729,180.32,82.01,545,131456,159693
f0:91:27:6b:7a:0a,1604,-32,730,180.20,82.01,91,131547,159784
f0:91:27:6b:7a:0a,1613,-37,731,180.93,82.00,711,132258,160495
f0:91:27:6b:7a:0a,1614,-32,732,180.79,82.00,83,132341,160578
f0:91:27:6b:7a:0a,1615,-33,733,180.65,81.99,79,132420,160657
f0:91:27:6b:7a:0a,1640,-32,734,183.10,81.95,1972,134392,162629
f0:91:27:6b:7a:0a,1642,-37,735,183.06,81.94,157,134549,162786
f0:91:27:6b:7a:0a,1643,-31,736,182.92,81.94,78,134627,162864
f0:91:27:6b:7a:0a,1644,-33,737,182.78,81.94,80,134707,162944
f0:91:27:6b:7a:0a,1646,-32,738,182.75,81.94,160,134867,163104
f0:91:27:6b:7a:0a,1647,-33,739,182.61,81.94,81,134948,163185
f0:91:27:6b:7a:0a,1663,-38,740,184.09,81.92,1282,136230,164467
f0:91:27:6b:7a:0a,1664,-31,741,183.95,81.92,79,136309,164546
f0:91:27:6b:7a:0a,1669,-33,742,184.23,81.91,391,136700,164937
f0:91:27:6b:7a:0a,1674,-32,743,184.53,81.90,407,137107,165344
f0:91:27:6b:7a:0a,1675,-37,744,184.40,81.91,89,137196,165433
f0:91:27:6b:7a:0a,1676,-37,745,184.25,81.90,71,137267,165504
f0:91:27:6b:7a:0a,1677,-32,746,184.11,81.90,82,137349,165586
f0:91:27:6b:7a:0a,1682,-33,747,184.39,81.89,390,137739,165976
f0:91:27:6b:7a:0a,1683,-37,748,184.25,81.89,82,137821,166058
f0:91:27:6b:7a:0a,1684,-37,749,184.11,81.89,80,137901,166138
f0:91:27:6b:7a:0a,1685,-31,750,183.97,81.89,80,137981,166218
f0:91:27:6b:7a:0a,1687,-31,751,183.97,81.90,177,138158,166395
f0:91:27:6b:7a:0a,1689,-33,752,183.93,81.89,154,138312,166549
f0:91:27:6b:7a:0a,1690,-31,753,183.80,81.89,89,138401,166638
f0:91:27:6b:7a:0a,1691,-32,754,183.66,81.89,81,138482,166719
f0:91:27:6b:7a:0a,1693,-37,755,183.64,81.89,163,138645,166882
f0:91:27:6b:7a:0a,1695,-33,756,183.61,81.89,163,138808,167045
f0:91:27:6b:7a:0a,1699,-37,757,183.78,81.88,313,139121,167358
f0:91:27:6b:7a:0a,1700,-31,758,183.64,81.88,80,139201,167438
f0:91:27:6b:7a:0a,1702,-37,759,183.61,81.88,159,139360,167597
f0:91:27:6b:7a:0a,1709,-33,760,184.10,81.87,559,139919,168156
f0:91:27:6b:7a:0a,1711,-37,761,184.09,81.88,171,140090,168327
f0:91:27:6b:7a:0a,1718,-31,762,184.57,81.87,555,140645,168882
f0:91:27:6b:7a:0a,1719,-33,763,184.43,81.86,77,140722,168959
f0:91:27:6b:7a:0a,1720,-33,764,184.30,81.86,84,140806,169043
f0:91:27:6b:7a:0a,1722,-31,765,184.27,81.86,157,140963,169200
f0:91:27:6b:7a:0a,1726,-31,766,184.44,81.86,320,141283,169520
f0:91:27:6b:7a:0a,1728,-32,767,184.42,81.86,170,141453,169690
f0:91:27:6b:7a:0a,1731,-32,768,184.49,81.85,238,141691,169928
f0:91:27:6b:7a:0a,1732,-32,769,184.36,81.85,78,141769,170006
f0:91:27:6b:7a:0a,1744,-37,770,185.39,81.85,979,142748,170985
f0:91:27:6b:7a:0a,1747,-37,771,185.46,81.85,240,142988,171225
f0:91:27:6b:7a:0a,1748,-32,772,185.33,81.85,83,143071,171308
f0:91:27:6b:7a:0a,1749,-37,773,185.20,81.85,85,143156,171393
f0:91:27:6b:7a:0a,1751,-37,774,185.16,81.85,155,143311,171548
f0:91:27:6b:7a:0a,1752,-32,775,185.02,81.84,81,143392,171629
f0:91:27:6b:7a:0a,1754,-33,776,184.98,81.84,155,143547,171784
f0:91:27:6b:7a:0a,1757,-33,777,185.05,81.83,236,143783,172020
f0:91:27:6b:7a:0a,1758,-34,778,184.91,81.83,77,143860,172097
f0:91:27:6b:7a:0a,1763,-37,779,185.18,81.82,396,144256,172493
f0:91:27:6b:7a:0a,1764,-32,780,185.05,81.82,80,144336,172573
f0:91:27:6b:7a:0a,1766,-37,781,185.01,81.82,154,144490,172727
f0:91:27:6b:7a:0a,1767,-32,782,184.87,81.82,79,144569,172806
f0:91:27:6b:7a:0a,1768,-32,783,184.73,81.81,77,144646,172883
f0:91:27:6b:7a:0a,1770,-37,784,184.70,81.81,159,144805,173042
f0:91:27:6b:7a:0a,1771,-32,785,184.56,81.81,78,144883,173120
f0:91:27:6b:7a:0a,1785,-37,786,185.72,81.78,1096,145979,174216
f0:91:27:6b:7a:0a,1786,-31,787,185.59,81.78,81,146060,174297
f0:91:27:6b:7a:0a,1787,-31,788,185.45,81.78,75,146135,174372
f0:91:27:6b:7a:0a,1789,-33,789,185.41,81.77,157,146292,174529
f0:91:27:6b:7a:0a,1792,-33,790,185.48,81.77,234,146526,174763
f0:91:27:6b:7a:0a,1793,-37,791,185.35,81.77,84,146610,174847
f0:91:27:6b:7a:0a,1795,-37,792,185.32,81.77,166,146776,175013
f0:91:27:6b:7a:0a,1796,-32,793,185.18,81.77,75,146851,175088
f0:91:27:6b:7a:0a,1800,-32,794,185.37,81.77,331,147182,175419
f0:91:27:6b:7a:0a,1801,-37,795,185.23,81.76,75,147257,175494
f0:91:27:6b:7a:0a,1804,-33,796,185.30,81.76,240,147497,175734
f0:91:27:6b:7a:0a,1805,-32,797,185.18,81.77,91,147588,175825
f0:91:27:6b:7a:0a,1807,-32,798,185.16,81.77,169,147757,175994
f0:91:27:6b:7a:0a,1808,-33,799,185.03,81.77,81,147838,176075
f0:91:27:6b:7a:0a,1809,-33,800,184.89,81.76,72,147910,176147
f0:91:27:6b:7a:0a,1810,-37,801,184.75,81.76,74,147984,176221
f0:91:27:6b:7a:0a,1811,-32,802,184.62,81.76,83,148067,176304
f0:91:27:6b:7a:0a,1812,-32,803,184.49,81.76,80,148147,176384
f0:91:27:6b:7a:0a,1814,-37,804,184.46,81.76,160,148307,176544
f0:91:27:6b:7a:0a,1815,-31,805,184.33,81.76,79,148386,176623
f0:91:27:6b:7a:0a,1817,-37,806,184.30,81.75,159,148545,176782
f0:91:27:6b:7a:0a,1818,-31,807,184.16,81.75,72,148617,176854
f0:91:27:6b:7a:0a,1825,-32,808,184.62,81.74,560,149177,177414
f0:91:27:6b:7a:0a,1826,-30,809,184.48,81.73,71,149248,177485
f0:91:27:6b:7a:0a,1829,-32,810,184.56,81.73,244,149492,177729
f0:91:27:6b:7a:0a,1831,-40,811,184.53,81.73,160,149652,177889
f0:91:27:6b:7a:0a,1832,-31,812,184.40,81.73,78,149730,177967
f0:91:27:6b:7a:0a,1837,-37,813,184.66,81.72,397,150127,178364
f0:91:27:6b:7a:0a,1838,-32,814,184.53,81.72,78,150205,178442
f0:91:27:6b:7a:0a,1839,-34,815,184.40,81.72,81,150286,178523
f0:91:27:6b:7a:0a,1840,-33,816,184.27,81.72,76,150362,178599
f0:91:27:6b:7a:0a,1841,-38,817,184.15,81.72,85,150447,178684
f0:91:27:6b:7a:0a,1842,-32,818,184.02,81.72,81,150528,178765
f0:91:27:6b:7a:0a,1843,-34,819,183.89,81.72,78,150606,178843
f0:91:27:6b:7a:0a,1844,-37,820,183.76,81.71,75,150681,178918
f0:91:27:6b:7a:0a,1845,-32,821,183.63,81.71,80,150761,178998
f0:91:27:6b:7a:0a,1850,-32,822,183.88,81.70,388,151149,179386
f0:91:27:6b:7a:0a,1851,-33,823,183.75,81.70,79,151228,179465
f0:91:27:6b:7a:0a,1854,-34,824,183.82,81.70,243,151471,179708
f0:91:27:6b:7a:0a,1855,-38,825,183.70,81.70,78,151549,179786
f0:91:27:6b:7a:0a,1858,-33,826,183.76,81.69,234,151783,180020
f0:91:27:6b:7a:0a,1859,-38,827,183.64,81.69,84,151867,180104
f0:91:27:6b:7a:0a,1866,-37,828,184.09,81.69,561,152428,180665
