address,packet_id,rssi,count,rx_speed,tx_speed,last_time_elapsed,total_time_elapsed,timestamp
f0:91:27:6b:7a:0a,60,-30,32,150.16,80.08,80,4805,207259
f0:91:27:6b:7a:0a,63,-27,33,152.70,79.98,234,5039,207493
f0:91:27:6b:7a:0a,64,-31,34,150.38,79.89,74,5113,207567
f0:91:27:6b:7a:0a,67,-30,35,152.91,79.88,239,5352,207806
f0:91:27:6b:7a:0a,68,-34,36,150.78,79.82,76,5428,207882
f0:91:27:6b:7a:0a,71,-30,37,153.14,79.80,238,5666,208120
f0:91:27:6b:7a:0a,72,-33,38,151.13,79.76,77,5743,208197
f0:91:27:6b:7a:0a,74,-30,39,151.33,79.76,159,5902,208356
f0:91:27:6b:7a:0a,106,-29,40,211.98,79.99,2577,8479,210933
f0:91:27:6b:7a:0a,108,-29,41,211.02,80.11,173,8652,211106
f0:91:27:6b:7a:0a,109,-31,42,207.95,80.13,82,8734,211188
f0:91:27:6b:7a:0a,110,-28,43,205.33,80.26,95,8829,211283
f0:91:27:6b:7a:0a,111,-30,44,202.55,80.29,83,8912,211366
f0:91:27:6b:7a:0a,112,-30,45,200.20,80.44,97,9009,211463
f0:91:27:6b:7a:0a,113,-34,46,197.54,80.42,78,9087,211541
f0:91:27:6b:7a:0a,114,-27,47,195.26,80.50,90,9177,211631
f0:91:27:6b:7a:0a,115,-28,48,193.10,80.60,92,9269,211723
f0:91:27:6b:7a:0a,119,-33,49,196.67,80.98,368,9637,212091
f0:91:27:6b:7a:0a,120,-27,50,194.54,81.06,90,9727,212181
f0:91:27:6b:7a:0a,121,-28,51,192.55,81.16,93,9820,212274
f0:91:27:6b:7a:0a,122,-34,52,190.65,81.26,94,9914,212368
f0:91:27:6b:7a:0a,124,-28,53,190.57,81.45,186,10100,212554
f0:91:27:6b:7a:0a,128,-30,54,193.57,81.66,353,10453,212907
f0:91:27:6b:7a:0a,129,-28,55,191.87,81.81,100,10553,213007
f0:91:27:6b:7a:0a,130,-30,56,189.96,81.83,85,10638,213092
f0:91:27:6b:7a:0a,131,-30,57,188.33,81.95,97,10735,213189
f0:91:27:6b:7a:0a,136,-27,58,192.97,82.29,457,11192,213646
f0:91:27:6b:7a:0a,137,-28,59,191.17,82.33,87,11279,213733
f0:91:27:6b:7a:0a,141,-33,60,194.15,82.62,370,11649,214103
f0:91:27:6b:7a:0a,143,-30,61,193.98,82.75,184,11833,214287
f0:91:27:6b:7a:0a,145,-33,62,193.87,82.90,187,12020,214474
f0:91:27:6b:7a:0a,147,-33,63,193.59,82.97,176,12196,214650
f0:91:27:6b:7a:0a,152,-34,64,197.72,83.25,458,12654,215108
f0:91:27:6b:7a:0a,154,-30,65,197.63,83.42,192,12846,215300
f0:91:27:6b:7a:0a,155,-28,66,196.00,83.46,90,12936,215390
f0:91:27:6b:7a:0a,158,-27,67,197.22,83.63,278,13214,215668
f0:91:27:6b:7a:0a,161,-28,68,198.40,83.80,277,13491,215945
f0:91:27:6b:7a:0a,163,-30,69,198.19,83.90,184,13675,216129
f0:91:27:6b:7a:0a,164,-28,70,196.69,83.95,93,13768,216222
f0:91:27:6b:7a:0a,165,-28,71,195.31,84.04,99,13867,216321
f0:91:27:6b:7a:0a,166,-33,72,193.90,84.10,94,13961,216415
f0:91:27:6b:7a:0a,167,-30,73,192.53,84.16,94,14055,216509
f0:91:27:6b:7a:0a,169,-28,74,192.50,84.29,190,14245,216699
f0:91:27:6b:7a:0a,170,-33,75,191.17,84.34,93,14338,216792
f0:91:27:6b:7a:0a,171,-30,76,189.87,84.39,92,14430,216884
f0:91:27:6b:7a:0a,173,-33,77,189.73,84.45,179,14609,217063
f0:91:27:6b:7a:0a,175,-30,78,189.74,84.57,191,14800,217254
f0:91:27:6b:7a:0a,176,-26,79,188.48,84.60,90,14890,217344
f0:91:27:6b:7a:0a,177,-31,80,187.31,84.66,95,14985,217439
f0:91:27:6b:7a:0a,178,-27,81,186.15,84.71,93,15078,217532
f0:91:27:6b:7a:0a,180,-30,82,186.02,84.74,176,15254,217708
f0:91:27:6b:7a:0a,181,-28,83,184.92,84.80,94,15348,217802
f0:91:27:6b:7a:0a,182,-31,84,183.88,84.87,98,15446,217900
f0:91:27:6b:7a:0a,184,-26,85,183.84,84.92,180,15626,218080
f0:91:27:6b:7a:0a,185,-33,86,182.76,84.96,91,15717,218171
f0:91:27:6b:7a:0a,186,-30,87,181.70,84.99,91,15808,218262
f0:91:27:6b:7a:0a,187,-28,88,180.66,85.02,90,15898,218352
f0:91:27:6b:7a:0a,188,-33,89,179.64,85.04,90,15988,218442
f0:91:27:6b:7a:0a,189,-30,90,178.74,85.12,99,16087,218541
f0:91:27:6b:7a:0a,190,-28,91,177.77,85.14,90,16177,218631
f0:91:27:6b:7a:0a,192,-30,92,177.83,85.21,183,16360,218814
f0:91:27:6b:7a:0a,193,-30,93,176.91,85.25,93,16453,218907
f0:91:27:6b:7a:0a,195,-34,94,176.99,85.32,184,16637,219091
f0:91:27:6b:7a:0a,196,-30,95,176.12,85.36,94,16731,219185
f0:91:27:6b:7a:0a,197,-28,96,175.20,85.38,88,16819,219273
f0:91:27:6b:7a:0a,198,-34,97,174.42,85.45,100,16919,219373
f0:91:27:6b:7a:0a,199,-30,98,173.58,85.48,92,17011,219465
f0:91:27:6b:7a:0a,201,-30,99,173.57,85.49,172,17183,219637
f0:91:27:6b:7a:0a,202,-28,100,172.74,85.51,91,17274,219728
f0:91:27:6b:7a:0a,203,-32,101,172.00,85.58,98,17372,219826
f0:91:27:6b:7a:0a,205,-28,102,172.13,85.64,185,17557,220011
f0:91:27:6b:7a:0a,206,-30,103,171.28,85.64,85,17642,220096
f0:91:27:6b:7a:0a,207,-30,104,170.58,85.70,98,17740,220194
f0:91:27:6b:7a:0a,208,-28,105,169.85,85.74,94,17834,220288
f0:91:27:6b:7a:0a,209,-30,106,169.04,85.73,84,17918,220372
f0:91:27:6b:7a:0a,210,-28,107,168.44,85.82,105,18023,220477
f0:91:27:6b:7a:0a,211,-28,108,167.71,85.84,90,18113,220567
f0:91:27:6b:7a:0a,212,-31,109,167.00,85.86,90,18203,220657
f0:91:27:6b:7a:0a,213,-28,110,166.28,85.87,88,18291,220745
f0:91:27:6b:7a:0a,214,-34,111,165.50,85.85,80,18371,220825
f0:91:27:6b:7a:0a,216,-34,112,165.65,85.89,182,18553,221007
f0:91:27:6b:7a:0a,219,-30,113,166.52,85.92,264,18817,221271
f0:91:27:6b:7a:0a,220,-30,114,165.93,85.98,99,18916,221370
f0:91:27:6b:7a:0a,222,-30,115,165.99,85.99,173,19089,221543
f0:91:27:6b:7a:0a,224,-34,116,166.19,86.06,189,19278,221732
f0:91:27:6b:7a:0a,225,-30,117,165.50,86.06,86,19364,221818
f0:91:27:6b:7a:0a,226,-31,118,164.81,86.05,84,19448,221902
f0:91:27:6b:7a:0a,227,-30,119,164.24,86.10,96,19544,221998
f0:91:27:6b:7a:0a,229,-30,120,164.30,86.10,172,19716,222170
f0:91:27:6b:7a:0a,231,-30,121,164.40,86.12,177,19893,222347
f0:91:27:6b:7a:0a,232,-33,122,163.75,86.11,85,19978,222432
f0:91:27:6b:7a:0a,233,-26,123,163.08,86.09,81,20059,222513
f0:91:27:6b:7a:0a,234,-30,124,162.42,86.07,81,20140,222594
f0:91:27:6b:7a:0a,236,-30,125,162.47,86.06,169,20309,222763
f0:91:27:6b:7a:0a,237,-34,126,161.85,86.05,84,20393,222847
f0:91:27:6b:7a:0a,240,-30,127,162.57,86.03,254,20647,223101
f0:91:27:6b:7a:0a,241,-34,128,162.01,86.05,90,20737,223191
f0:91:27:6b:7a:0a,242,-28,129,161.40,86.03,83,20820,223274
f0:91:27:6b:7a:0a,245,-30,130,162.01,85.96,241,21061,223515
f0:91:27:6b:7a:0a,247,-30,131,162.06,85.95,169,21230,223684
f0:91:27:6b:7a:0a,248,-30,132,161.42,85.92,78,21308,223762
f0:91:27:6b:7a:0a,249,-28,133,160.87,85.93,88,21396,223850
f0:91:27:6b:7a:0a,251,-34,134,160.87,85.88,161,21557,224011
f0:91:27:6b:7a:0a,252,-30,135,160.31,85.88,85,21642,224096
f0:91:27:6b:7a:0a,253,-33,136,159.73,85.86,81,21723,224177
f0:91:27:6b:7a:0a,257,-28,137,160.96,85.81,329,22052,224506
f0:91:27:6b:7a:0a,262,-28,138,162.80,85.75,414,22466,224920
f0:91:27:6b:7a:0a,263,-30,139,162.24,85.75,86,22552,225006
f0:91:27:6b:7a:0a,264,-28,140,161.72,85.76,89,22641,225095
f0:91:27:6b:7a:0a,265,-30,141,161.13,85.73,78,22719,225173
f0:91:27:6b:7a:0a,266,-34,142,160.56,85.71,80,22799,225253
f0:91:27:6b:7a:0a,267,-28,143,160.03,85.71,85,22884,225338
f0:91:27:6b:7a:0a,269,-30,144,160.20,85.76,185,23069,225523
f0:91:27:6b:7a:0a,271,-27,145,160.25,85.74,167,23236,225690
f0:91:27:6b:7a:0a,272,-34,146,159.75,85.75,87,23323,225777
f0:91:27:6b:7a:0a,273,-28,147,159.23,85.74,84,23407,225861
f0:91:27:6b:7a:0a,275,-33,148,159.24,85.70,161,23568,226022
f0:91:27:6b:7a:0a,276,-28,149,158.71,85.68,80,23648,226102
f0:91:27:6b:7a:0a,279,-26,150,159.32,85.66,250,23898,226352
f0:91:27:6b:7a:0a,282,-34,151,159.98,85.66,259,24157,226611
f0:91:27:6b:7a:0a,283,-28,152,159.41,85.62,73,24230,226684
f0:91:27:6b:7a:0a,284,-30,153,158.92,85.62,85,24315,226769
f0:91:27:6b:7a:0a,285,-34,154,158.41,85.60,80,24395,226849
f0:91:27:6b:7a:0a,287,-28,155,158.52,85.61,175,24570,227024
f0:91:27:6b:7a:0a,288,-30,156,158.00,85.58,78,24648,227102
f0:91:27:6b:7a:0a,289,-31,157,157.49,85.56,78,24726,227180
f0:91:27:6b:7a:0a,291,-34,158,157.58,85.56,171,24897,227351
f0:91:27:6b:7a:0a,292,-30,159,157.11,85.55,84,24981,227435
f0:91:27:6b:7a:0a,293,-34,160,156.67,85.55,86,25067,227521
f0:91:27:6b:7a:0a,295,-31,161,156.68,85.51,159,25226,227680
f0:91:27:6b:7a:0a,296,-28,162,156.23,85.51,84,25310,227764
f0:91:27:6b:7a:0a,297,-30,163,155.78,85.49,82,25392,227846
f0:91:27:6b:7a:0a,302,-28,164,157.32,85.43,409,25801,228255
f0:91:27:6b:7a:0a,303,-30,165,156.82,85.40,75,25876,228330
f0:91:27:6b:7a:0a,305,-26,166,156.87,85.38,165,26041,228495
f0:91:27:6b:7a:0a,308,-29,167,157.36,85.32,238,26279,228733
f0:91:27:6b:7a:0a,310,-34,168,157.40,85.30,165,26444,228898
f0:91:27:6b:7a:0a,311,-28,169,156.93,85.28,77,26521,228975
f0:91:27:6b:7a:0a,312,-30,170,156.49,85.27,82,26603,229057
f0:91:27:6b:7a:0a,313,-34,171,156.05,85.26,82,26685,229139
f0:91:27:6b:7a:0a,314,-28,172,155.59,85.23,77,26762,229216
f0:91:27:6b:7a:0a,315,-30,173,155.13,85.20,75,26837,229291
f0:91:27:6b:7a:0a,316,-30,174,154.66,85.16,74,26911,229365
f0:91:27:6b:7a:0a,317,-32,175,154.25,85.15,82,26993,229447
f0:91:27:6b:7a:0a,318,-34,176,153.80,85.12,76,27069,229523
f0:91:27:6b:7a:0a,319,-28,177,153.36,85.09,76,27145,229599
f0:91:27:6b:7a:0a,320,-30,178,152.95,85.08,80,27225,229679
f0:91:27:6b:7a:0a,322,-28,179,152.97,85.04,157,27382,229836
f0:91:27:6b:7a:0a,325,-28,180,153.46,84.99,241,27623,230077
f0:91:27:6b:7a:0a,326,-27,181,153.01,84.95,72,27695,230149
f0:91:27:6b:7a:0a,327,-30,182,152.60,84.94,79,27774,230228
f0:91:27:6b:7a:0a,328,-33,183,152.22,84.93,83,27857,230311
f0:91:27:6b:7a:0a,333,-28,184,153.48,84.81,384,28241,230695
f0:91:27:6b:7a:0a,334,-28,185,153.05,84.78,74,28315,230769
f0:91:27:6b:7a:0a,336,-28,186,153.13,84.77,167,28482,230936
f0:91:27:6b:7a:0a,337,-30,187,152.73,84.75,78,28560,231014
f0:91:27:6b:7a:0a,338,-30,188,152.32,84.72,76,28636,231090
f0:91:27:6b:7a:0a,341,-30,189,152.76,84.67,236,28872,231326
f0:91:27:6b:7a:0a,342,-33,190,152.39,84.66,82,28954,231408
f0:91:27:6b:7a:0a,343,-28,191,152.00,84.64,78,29032,231486
f0:91:27:6b:7a:0a,345,-33,192,152.02,84.60,155,29187,231641
f0:91:27:6b:7a:0a,346,-28,193,151.66,84.60,84,29271,231725
f0:91:27:6b:7a:0a,347,-30,194,151.30,84.59,81,29352,231806
f0:91:27:6b:7a:0a,349,-28,195,151.32,84.55,155,29507,231961
f0:91:27:6b:7a:0a,350,-30,196,150.96,84.54,81,29588,232042
f0:91:27:6b:7a:0a,351,-33,197,150.59,84.52,79,29667,232121
f0:91:27:6b:7a:0a,352,-29,198,150.27,84.53,86,29753,232207
f0:91:27:6b:7a:0a,354,-34,199,150.30,84.49,157,29910,232364
f0:91:27:6b:7a:0a,356,-28,200,150.33,84.46,156,30066,232520
f0:91:27:6b:7a:0a,357,-30,201,149.98,84.44,80,30146,232600
f0:91:27:6b:7a:0a,360,-28,202,150.37,84.37,228,30374,232828
f0:91:27:6b:7a:0a,361,-31,203,150.04,84.37,84,30458,232912
f0:91:27:6b:7a:0a,362,-33,204,149.68,84.35,76,30534,232988
f0:91:27:6b:7a:0a,363,-28,205,149.31,84.32,74,30608,233062
f0:91:27:6b:7a:0a,364,-29,206,148.99,84.32,83,30691,233145
f0:91:27:6b:7a:0a,365,-33,207,148.67,84.32,84,30775,233229
f0:91:27:6b:7a:0a,367,-26,208,148.68,84.27,151,30926,233380
f0:91:27:6b:7a:0a,369,-31,209,148.76,84.26,165,31091,233545
f0:91:27:6b:7a:0a,370,-25,210,148.43,84.25,80,31171,233625
f0:91:27:6b:7a:0a,371,-29,211,148.12,84.24,83,31254,233708
f0:91:27:6b:7a:0a,372,-33,212,147.81,84.24,82,31336,233790
f0:91:27:6b:7a:0a,374,-27,213,147.84,84.20,154,31490,233944
f0:91:27:6b:7a:0a,376,-25,214,147.89,84.17,159,31649,234103
f0:91:27:6b:7a:0a,377,-27,215,147.56,84.15,77,31726,234180
f0:91:27:6b:7a:0a,378,-30,216,147.25,84.14,79,31805,234259
f0:91:27:6b:7a:0a,379,-28,217,146.95,84.14,84,31889,234343
f0:91:27:6b:7a:0a,381,-30,218,147.00,84.11,157,32046,234500
f0:91:27:6b:7a:0a,382,-31,219,146.68,84.09,77,32123,234577
f0:91:27:6b:7a:0a,383,-31,220,146.35,84.07,74,32197,234651
f0:91:27:6b:7a:0a,384,-33,221,146.05,84.06,81,32278,234732
f0:91:27:6b:7a:0a,385,-28,222,145.73,84.03,75,32353,234807
f0:91:27:6b:7a:0a,386,-30,223,145.48,84.05,89,32442,234896
f0:91:27:6b:7a:0a,387,-34,224,145.19,84.04,80,32522,234976
f0:91:27:6b:7a:0a,389,-28,225,145.24,84.01,157,32679,235133
f0:91:27:6b:7a:0a,391,-30,226,145.27,83.97,153,32832,235286
f0:91:27:6b:7a:0a,392,-33,227,144.98,83.96,79,32911,235365
f0:91:27:6b:7a:0a,393,-31,228,144.69,83.94,78,32989,235443
f0:91:27:6b:7a:0a,394,-26,229,144.41,83.94,82,33071,235525
f0:91:27:6b:7a:0a,397,-33,230,144.81,83.89,235,33306,235760
f0:91:27:6b:7a:0a,399,-28,231,144.89,83.88,164,33470,235924
f0:91:27:6b:7a:0a,400,-30,232,144.62,83.88,83,33553,236007
f0:91:27:6b:7a:0a,401,-31,233,144.32,83.86,73,33626,236080
f0:91:27:6b:7a:0a,402,-26,234,144.07,83.86,87,33713,236167
f0:91:27:6b:7a:0a,404,-27,235,144.10,83.82,151,33864,236318
f0:91:27:6b:7a:0a,408,-30,236,144.86,83.79,322,34186,236640
f0:91:27:6b:7a:0a,410,-28,237,144.96,83.80,170,34356,236810
f0:91:27:6b:7a:0a,412,-29,238,145.01,83.77,157,34513,236967
f0:91:27:6b:7a:0a,413,-33,239,144.74,83.76,79,34592,237046
f0:91:27:6b:7a:0a,415,-30,240,144.79,83.73,157,34749,237203
f0:91:27:6b:7a:0a,418,-28,241,145.18,83.71,240,34989,237443
f0:91:27:6b:7a:0a,419,-30,242,144.95,83.72,88,35077,237531
f0:91:27:6b:7a:0a,420,-33,243,144.66,83.70,76,35153,237607
f0:91:27:6b:7a:0a,421,-33,244,144.39,83.68,78,35231,237685
f0:91:27:6b:7a:0a,422,-28,245,144.12,83.67,79,35310,237764
f0:91:27:6b:7a:0a,423,-30,246,143.87,83.67,82,35392,237846
f0:91:27:6b:7a:0a,425,-33,247,143.93,83.65,159,35551,238005
f0:91:27:6b:7a:0a,426,-33,248,143.65,83.63,74,35625,238079
f0:91:27:6b:7a:0a,428,-33,249,143.74,83.63,167,35792,238246
f0:91:27:6b:7a:0a,429,-28,250,143.47,83.61,75,35867,238321
f0:91:27:6b:7a:0a,430,-31,251,143.25,83.62,88,35955,238409
f0:91:27:6b:7a:0a,431,-33,252,142.99,83.61,79,36034,238488
f0:91:27:6b:7a:0a,432,-28,253,142.74,83.60,80,36114,238568
f0:91:27:6b:7a:0a,433,-30,254,142.51,83.60,83,36197,238651
f0:91:27:6b:7a:0a,434,-33,255,142.25,83.58,77,36274,238728
f0:91:27:6b:7a:0a,435,-28,256,141.98,83.56,74,36348,238802
f0:91:27:6b:7a:0a,436,-28,257,141.76,83.56,84,36432,238886
f0:91:27:6b:7a:0a,437,-30,258,141.51,83.55,78,36510,238964
f0:91:27:6b:7a:0a,439,-28,259,141.58,83.53,158,36668,239122
f0:91:27:6b:7a:0a,440,-30,260,141.32,83.51,75,36743,239197
f0:91:27:6b:7a:0a,441,-34,261,141.09,83.50,82,36825,239279
f0:91:27:6b:7a:0a,442,-28,262,140.85,83.49,78,36903,239357
f0:91:27:6b:7a:0a,443,-30,263,140.61,83.48,77,36980,239434
f0:91:27:6b:7a:0a,444,-34,264,140.42,83.49,91,37071,239525
f0:91:27:6b:7a:0a,446,-28,265,140.48,83.47,155,37226,239680
f0:91:27:6b:7a:0a,447,-30,266,140.22,83.44,73,37299,239753
f0:91:27:6b:7a:0a,448,-30,267,140.00,83.44,81,37380,239834
f0:91:27:6b:7a:0a,451,-28,268,140.38,83.42,243,37623,240077
f0:91:27:6b:7a:0a,455,-27,269,141.05,83.39,320,37943,240397
f0:91:27:6b:7a:0a,456,-30,270,140.83,83.39,82,38025,240479
f0:91:27:6b:7a:0a,457,-34,271,140.58,83.36,72,38097,240551
f0:91:27:6b:7a:0a,458,-28,272,140.35,83.35,78,38175,240629
f0:91:27:6b:7a:0a,459,-30,273,140.14,83.35,82,38257,240711
f0:91:27:6b:7a:0a,460,-33,274,139.92,83.34,80,38337,240791
f0:91:27:6b:7a:0a,462,-28,275,139.99,83.32,159,38496,240950
f0:91:27:6b:7a:0a,464,-33,276,140.04,83.30,156,38652,241106
f0:91:27:6b:7a:0a,466,-30,277,140.12,83.29,160,38812,241266
f0:91:27:6b:7a:0a,474,-28,278,141.91,83.23,639,39451,241905
f0:91:27:6b:7a:0a,475,-30,279,141.69,83.22,80,39531,241985
f0:91:27:6b:7a:0a,476,-31,280,141.45,83.21,76,39607,242061
f0:91:27:6b:7a:0a,477,-26,281,141.22,83.19,75,39682,242136
f0:91:27:6b:7a:0a,485,-30,282,142.97,83.13,636,40318,242772
f0:91:27:6b:7a:0a,487,-28,283,143.05,83.13,165,40483,242937
f0:91:27:6b:7a:0a,489,-32,284,143.11,83.12,161,40644,243098
f0:91:27:6b:7a:0a,491,-30,285,143.16,83.10,157,40801,243255
f0:91:27:6b:7a:0a,493,-30,286,143.28,83.12,176,40977,243431
f0:91:27:6b:7a:0a,497,-31,287,143.89,83.09,320,41297,243751
f0:91:27:6b:7a:0a,498,-34,288,143.66,83.08,77,41374,243828
f0:91:27:6b:7a:0a,499,-28,289,143.45,83.08,83,41457,243911
f0:91:27:6b:7a:0a,500,-30,290,143.21,83.06,75,41532,243986
f0:91:27:6b:7a:0a,503,-31,291,143.55,83.05,242,41774,244228
f0:91:27:6b:7a:0a,505,-29,292,143.60,83.03,157,41931,244385
f0:91:27:6b:7a:0a,508,-34,293,143.92,83.01,237,42168,244622
f0:91:27:6b:7a:0a,509,-28,294,143.70,83.00,80,42248,244702
f0:91:27:6b:7a:0a,511,-30,295,143.76,82.99,160,42408,244862
f0:91:27:6b:7a:0a,522,-28,296,146.19,82.90,865,43273,245727
f0:91:27:6b:7a:0a,523,-30,297,145.94,82.87,70,43343,245797
f0:91:27:6b:7a:0a,546,-30,298,151.54,82.71,1815,45158,247612
f0:91:27:6b:7a:0a,548,-31,299,151.53,82.68,150,45308,247762
f0:91:27:6b:7a:0a,549,-27,300,151.27,82.66,74,45382,247836
f0:91:27:6b:7a:0a,550,-30,301,151.06,82.67,86,45468,247922
f0:91:27:6b:7a:0a,551,-28,302,150.83,82.67,84,45552,248006
f0:91:27:6b:7a:0a,552,-28,303,150.60,82.67,80,45632,248086
f0:91:27:6b:7a:0a,562,-34,304,152.70,82.60,789,46421,248875
f0:91:27:6b:7a:0a,567,-28,305,153.48,82.56,390,46811,249265
f0:91:27:6b:7a:0a,569,-34,306,153.50,82.55,161,46972,249426
f0:91:27:6b:7a:0a,570,-28,307,153.26,82.54,78,47050,249504
f0:91:27:6b:7a:0a,572,-34,308,153.28,82.53,159,47209,249663
f0:91:27:6b:7a:0a,573,-30,309,153.06,82.54,86,47295,249749
f0:91:27:6b:7a:0a,574,-34,310,152.84,82.54,85,47380,249834
f0:91:27:6b:7a:0a,575,-28,311,152.59,82.53,75,47455,249909
f0:91:27:6b:7a:0a,576,-30,312,152.37,82.53,84,47539,249993
f0:91:27:6b:7a:0a,577,-32,313,152.15,82.53,83,47622,250076
f0:91:27:6b:7a:0a,580,-32,314,152.44,82.53,244,47866,250320
f0:91:27:6b:7a:0a,582,-30,315,152.48,82.53,164,48030,250484
f0:91:27:6b:7a:0a,583,-34,316,152.25,82.52,80,48110,250564
f0:91:27:6b:7a:0a,585,-28,317,152.25,82.50,153,48263,250717
f0:91:27:6b:7a:0a,586,-30,318,152.03,82.50,82,48345,250799
f0:91:27:6b:7a:0a,588,-28,319,152.05,82.49,158,48503,250957
f0:91:27:6b:7a:0a,593,-31,320,152.78,82.44,386,48889,251343
f0:91:27:6b:7a:0a,594,-34,321,152.55,82.44,81,48970,251424
f0:91:27:6b:7a:0a,595,-26,322,152.34,82.44,82,49052,251506
f0:91:27:6b:7a:0a,596,-30,323,152.11,82.44,80,49132,251586
f0:91:27:6b:7a:0a,597,-31,324,151.89,82.43,81,49213,251667
f0:91:27:6b:7a:0a,598,-32,325,151.66,82.42,75,49288,251742
f0:91:27:6b:7a:0a,599,-28,326,151.43,82.42,79,49367,251821
f0:91:27:6b:7a:0a,600,-30,327,151.21,82.41,78,49445,251899
f0:91:27:6b:7a:0a,601,-34,328,150.99,82.41,81,49526,251980
f0:91:27:6b:7a:0a,602,-28,329,150.77,82.40,77,49603,252057
f0:91:27:6b:7a:0a,604,-28,330,150.77,82.37,150,49753,252207
f0:91:27:6b:7a:0a,605,-34,331,150.56,82.37,81,49834,252288
f0:91:27:6b:7a:0a,606,-28,332,150.34,82.36,79,49913,252367
f0:91:27:6b:7a:0a,607,-30,333,150.12,82.35,76,49989,252443
f0:91:27:6b:7a:0a,608,-34,334,149.91,82.35,82,50071,252525
f0:91:27:6b:7a:0a,610,-28,335,149.92,82.33,152,50223,252677
f0:91:27:6b:7a:0a,615,-28,336,150.66,82.31,400,50623,253077
f0:91:27:6b:7a:0a,616,-28,337,150.44,82.30,76,50699,253153
f0:91:27:6b:7a:0a,618,-28,338,150.47,82.30,160,50859,253313
f0:91:27:6b:7a:0a,620,-30,339,150.49,82.28,156,51015,253469
f0:91:27:6b:7a:0a,622,-28,340,150.52,82.28,163,51178,253632
f0:91:27:6b:7a:0a,626,-28,341,150.99,82.25,310,51488,253942
f0:91:27:6b:7a:0a,627,-30,342,150.79,82.25,82,51570,254024
f0:91:27:6b:7a:0a,631,-33,343,151.26,82.22,312,51882,254336
f0:91:27:6b:7a:0a,634,-31,344,151.52,82.21,240,52122,254576
f0:91:27:6b:7a:0a,636,-31,345,151.57,82.22,168,52290,254744
f0:91:27:6b:7a:0a,638,-28,346,151.55,82.19,148,52438,254892
f0:91:27:6b:7a:0a,639,-28,347,151.36,82.19,83,52521,254975
f0:91:27:6b:7a:0a,641,-33,348,151.36,82.17,152,52673,255127
f0:91:27:6b:7a:0a,642,-28,349,151.16,82.17,82,52755,255209
f0:91:27:6b:7a:0a,643,-30,350,150.95,82.17,78,52833,255287
f0:91:27:6b:7a:0a,654,-28,351,152.98,82.10,863,53696,256150
f0:91:27:6b:7a:0a,655,-28,352,152.76,82.09,74,53770,256224
f0:91:27:6b:7a:0a,657,-33,353,152.76,82.08,155,53925,256379
f0:91:27:6b:7a:0a,658,-28,354,152.56,82.08,83,54008,256462
f0:91:27:6b:7a:0a,659,-30,355,152.36,82.07,79,54087,256541
f0:91:27:6b:7a:0a,665,-33,356,153.30,82.07,488,54575,257029
